round,train_loss
0,5.299416437872455
1,3.592941430835133
2,3.4335943451708455
3,3.319859934031454
4,3.232681272742458
5,3.1526023937054934
6,3.082382622230639
7,3.0164584503310103
8,2.955465941188427
9,2.8871988950567875
10,2.8290161357667203
11,2.770788133048858
12,2.7181096385495787
13,2.6512465343261375
14,2.6030424269330172
15,2.555214126427204
16,2.4975252440278854
17,2.451013181470016
18,2.403259041241537
19,2.343498959986127
20,2.289689273899819
21,2.2318315097075114
22,2.183446300876701
23,2.125197825459843
24,2.066995682919191
25,2.017042760928281
26,1.95909695338426
27,1.904309919434321
28,1.8543293853767981
29,1.7967650659947505
30,1.7355259213930903
31,1.6822695651441877
32,1.6268430845374162
33,1.5816738418876553
34,1.5239232691028752
35,1.472507548514499
36,1.4279507091945498
37,1.3585030428714986
38,1.3145741333699443
39,1.2672275686736068
40,1.2217613003101264
41,1.1664898026312709
42,1.1215518853233124
43,1.0769646714608638
44,1.028736725023701
45,0.9891171678900719
46,0.9303791940751541
47,0.8981177920821863
48,0.8541069990979173
49,0.8211252878402144
50,0.7734368129456256
51,0.7287833189082324
52,0.703334704783753
53,0.6641223710279068
54,0.6301317275815214
55,0.5966130342910615
56,0.5689124345618228
57,0.5288493774063153
58,0.5019778387748406
59,0.47811833241731566
60,0.45239827932583954
61,0.42047745948975795
62,0.40117378072623106
63,0.38333186788213813
64,0.35047761257389626
65,0.3312903986395532
66,0.3075629310196357
67,0.2886909158078508
68,0.2660675312991405
69,0.261362090750481
70,0.23766281704829298
71,0.22558061079021133
72,0.2062740219019664
73,0.1985345545466631
74,0.18887664228090698
75,0.17433584853521703
76,0.1612267990307544
77,0.15013644850344454
78,0.14660339367625197
79,0.13079418300017445
80,0.12493790487030473
81,0.113913238413564
82,0.11153598199023255
83,0.10155682172393053
84,0.09473946840468989
85,0.08597715242450428
86,0.08254976373947047
87,0.07700523044680181
88,0.0722747288782246
89,0.06495054441657909
90,0.06459183770182898
91,0.05870996633617075
92,0.05366668574634577
93,0.04858028950597783
94,0.04827115613168131
95,0.04300665480537319
96,0.039916151499166254
97,0.03897845167262143
98,0.035957252265199295
99,0.03369684729640982
100,0.02943792509501932
101,0.02904667421458166
102,0.02646104773069436
103,0.02509787222688595
104,0.023000955565962652
105,0.02231874166254706
106,0.02066443553353293
107,0.018538396382508735
108,0.018647772686804235
109,0.01827892773704102
110,0.016127168288423692
111,0.015013933538618877
112,0.014391975575905297
113,0.013170816504614963
114,0.012539852127220079
115,0.013293205867537634
116,0.011710603775146667
117,0.010771478212223167
118,0.00981265361708646
119,0.009491492112883707
120,0.009258358133064398
121,0.008869224911119775
122,0.007937852092378992
123,0.007444893085005624
124,0.007589850745856753
125,0.007159735995488658
126,0.007457150751116954
127,0.007266110987941821
128,0.007630709684799202
129,0.006127658477262774
130,0.006264929016092187
131,0.006166916845390177
132,0.005790023908180318
133,0.005138486331963935
134,0.00525233859174182
135,0.004949757380538949
136,0.004870383029274541
137,0.004832857818251391
138,0.004591365997311007
139,0.004567279550308305
140,0.004525232916813933
141,0.004330386834848251
142,0.004200145273401169
143,0.004115295330782237
144,0.003865867409335145
145,0.003701379219298679
146,0.00397003370118101
147,0.0037460594614971434
148,0.003777056389387722
149,0.00350103590281079
150,0.0034482125863535807
151,0.003328117958956596
152,0.0033989480444828447
153,0.003441159460476034
154,0.0031590813482075143
155,0.0030146630224213663
156,0.0031657597735511057
157,0.003027439699706473
158,0.0030286884545455547
159,0.00295799549378813
160,0.0028530865688053304
