round,test_acc
0,0.01119221411192214
1,0.23454987834549879
2,0.2535279805352798
3,0.28272506082725063
4,0.30851581508515813
5,0.34744525547445254
6,0.38637469586374695
7,0.4145985401459854
8,0.40632603406326034
9,0.42287104622871047
10,0.44768856447688565
11,0.454014598540146
12,0.4535279805352798
13,0.46958637469586373
14,0.4759124087591241
15,0.4793187347931874
16,0.45742092457420924
17,0.4778588807785888
18,0.4832116788321168
19,0.46909975669099757
20,0.46958637469586373
21,0.48759124087591244
22,0.48759124087591244
23,0.5075425790754258
24,0.4793187347931874
25,0.4856447688564477
26,0.4871046228710462
27,0.5041362530413626
28,0.5094890510948905
29,0.49148418491484186
30,0.5002433090024331
31,0.5080291970802919
32,0.5158150851581509
33,0.505596107055961
34,0.5182481751824818
35,0.5172749391727494
36,0.5201946472019465
37,0.521654501216545
38,0.516301703163017
39,0.5294403892944038
40,0.5265206812652068
41,0.5231143552311436
42,0.5250608272506083
43,0.5274939172749392
44,0.5304136253041363
45,0.5236009732360097
46,0.527007299270073
47,0.5284671532846715
48,0.5284671532846715
49,0.527007299270073
50,0.5338199513381995
51,0.5294403892944038
52,0.5250608272506083
53,0.5279805352798054
54,0.5279805352798054
55,0.5240875912408759
56,0.5284671532846715
57,0.524574209245742
58,0.5265206812652068
59,0.5265206812652068
60,0.5265206812652068
61,0.5250608272506083
62,0.5299270072992701
63,0.5260340632603406
64,0.5260340632603406
65,0.5289537712895377
66,0.5289537712895377
67,0.5274939172749392
68,0.5274939172749392
69,0.5265206812652068
70,0.5289537712895377
71,0.5289537712895377
72,0.5279805352798054
73,0.5289537712895377
74,0.5255474452554745
75,0.5289537712895377
76,0.5274939172749392
77,0.5274939172749392
78,0.5294403892944038
79,0.5299270072992701
80,0.5289537712895377
81,0.5304136253041363
82,0.5299270072992701
83,0.5304136253041363
84,0.5318734793187347
85,0.5294403892944038
86,0.5294403892944038
87,0.5318734793187347
88,0.5313868613138686
89,0.5299270072992701
90,0.5338199513381995
91,0.5343065693430656
92,0.5309002433090024
93,0.5318734793187347
94,0.5318734793187347
95,0.5328467153284672
96,0.5352798053527981
97,0.5304136253041363
98,0.5357664233576642
99,0.5304136253041363
100,0.5304136253041363
101,0.5294403892944038
102,0.5309002433090024
103,0.5328467153284672
104,0.5333333333333333
105,0.5289537712895377
106,0.5367396593673966
107,0.5328467153284672
108,0.5352798053527981
109,0.5328467153284672
110,0.5338199513381995
111,0.5347931873479319
112,0.5313868613138686
113,0.5274939172749392
114,0.5279805352798054
115,0.5318734793187347
116,0.532360097323601
117,0.532360097323601
118,0.5274939172749392
119,0.5338199513381995
120,0.5328467153284672
121,0.5372262773722628
122,0.5318734793187347
123,0.532360097323601
124,0.5328467153284672
125,0.5294403892944038
126,0.5274939172749392
127,0.5289537712895377
128,0.5265206812652068
129,0.5328467153284672
130,0.5299270072992701
131,0.5201946472019465
132,0.5338199513381995
133,0.5318734793187347
134,0.5304136253041363
135,0.5240875912408759
136,0.5299270072992701
137,0.5347931873479319
138,0.5274939172749392
139,0.5347931873479319
140,0.5299270072992701
141,0.5294403892944038
142,0.5420924574209246
143,0.5313868613138686
144,0.5274939172749392
145,0.5313868613138686
146,0.5435523114355231
147,0.527007299270073
148,0.5367396593673966
149,0.5347931873479319
150,0.5333333333333333
151,0.5299270072992701
152,0.5372262773722628
153,0.540632603406326
154,0.5401459854014599
155,0.5425790754257908
156,0.5338199513381995
157,0.5454987834549878
158,0.5313868613138686
159,0.5445255474452555
160,0.5328467153284672
161,0.540632603406326
162,0.5420924574209246
163,0.5445255474452555
164,0.5396593673965937
165,0.5445255474452555
166,0.5396593673965937
167,0.5396593673965937
168,0.540632603406326
169,0.5498783454987834
170,0.5357664233576642
171,0.5411192214111922
172,0.5430656934306569
173,0.5445255474452555
174,0.5279805352798054
175,0.5454987834549878
176,0.5381995133819951
177,0.5396593673965937
178,0.5435523114355231
179,0.5450121654501217
180,0.5498783454987834
181,0.5420924574209246
182,0.5372262773722628
183,0.5484184914841849
184,0.545985401459854
185,0.545985401459854
186,0.5484184914841849
187,0.5484184914841849
188,0.5508515815085158
189,0.5416058394160584
190,0.5489051094890511
191,0.5489051094890511
192,0.5445255474452555
193,0.5557177615571777
194,0.5484184914841849
195,0.5484184914841849
196,0.5479318734793187
197,0.5503649635036496
198,0.5552311435523114
199,0.5498783454987834
200,0.5518248175182482
201,0.5489051094890511
202,0.5537712895377129
203,0.5527980535279805
204,0.5562043795620438
205,0.5591240875912409
206,0.559610705596107
207,0.5547445255474452
208,0.5571776155717761
209,0.5591240875912409
210,0.5615571776155718
211,0.5669099756690997
212,0.5644768856447688
213,0.5576642335766423
214,0.5673965936739659
215,0.55669099756691
216,0.5630170316301704
217,0.5669099756690997
218,0.5644768856447688
219,0.5576642335766423
220,0.5693430656934306
221,0.5673965936739659
222,0.5673965936739659
223,0.5688564476885645
224,0.5790754257907542
225,0.5722627737226277
226,0.575669099756691
227,0.5785888077858881
228,0.575669099756691
229,0.5712895377128954
230,0.5746958637469587
231,0.5751824817518248
232,0.5849148418491484
