Client_ID,Round_0,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Round_8,Round_9,Round_10,Round_11,Round_12,Round_13,Round_14,Round_15,Round_16,Round_17,Round_18,Round_19,Round_20,Round_21,Round_22,Round_23,Round_24,Round_25,Round_26,Round_27,Round_28,Round_29,Round_30,Round_31,Round_32,Round_33,Round_34,Round_35,Round_36,Round_37,Round_38,Round_39,Round_40,Round_41,Round_42,Round_43,Round_44,Round_45,Round_46,Round_47,Round_48,Round_49,Round_50,Round_51,Round_52,Round_53,Round_54,Round_55,Round_56,Round_57,Round_58,Round_59,Round_60,Round_61,Round_62,Round_63,Round_64,Round_65,Round_66,Round_67,Round_68,Round_69,Round_70,Round_71,Round_72,Round_73,Round_74,Round_75,Round_76,Round_77,Round_78,Round_79,Round_80,Round_81,Round_82,Round_83,Round_84,Round_85,Round_86,Round_87,Round_88,Round_89,Round_90,Round_91,Round_92,Round_93,Round_94,Round_95,Round_96,Round_97,Round_98,Round_99,Round_100,Round_101,Round_102,Round_103,Round_104,Round_105,Round_106,Round_107,Round_108,Round_109,Round_110,Round_111,Round_112,Round_113,Round_114,Round_115,Round_116,Round_117,Round_118,Round_119,Round_120,Round_121,Round_122,Round_123,Round_124,Round_125,Round_126,Round_127,Round_128,Round_129,Round_130,Round_131,Round_132,Round_133,Round_134,Round_135,Round_136,Round_137,Round_138,Round_139,Round_140,Round_141,Round_142,Round_143,Round_144,Round_145,Round_146,Round_147,Round_148,Round_149,Round_150,Round_151,Round_152,Round_153,Round_154,Round_155,Round_156,Round_157,Round_158,Round_159,Round_160
10,26357.873046875,23544.49609375,18891.083984375,20266.5078125,24495.189453125,28102.46484375,30351.58984375,29625.16015625,35758.65625,30944.083984375,37632.52734375,29510.662109375,37099.59375,34413.1171875,36407.18359375,37125.0859375,50837.3359375,40881.7734375,40572.84765625,41602.453125,50240.52734375,53816.84765625,51539.015625,48564.02734375,50961.62890625,67200.640625,61372.31640625,58692.03515625,75980.7734375,62015.28515625,78803.0234375,59436.7265625,65375.5234375,60914.49609375,74493.078125,67553.984375,53473.21484375,69946.7734375,63007.39453125,64279.91796875,66914.9921875,64506.9453125,76907.2265625,59773.1796875,66960.4375,74827.6796875,71168.4921875,66789.9453125,66954.1796875,63576.6953125,103185.828125,74537.65625,69762.2109375,86258.8515625,63865.62890625,68956.578125,75632.3515625,78190.9453125,68931.046875,70619.6015625,68393.3359375,76877.125,68585.671875,76883.640625,65861.3359375,75660.0546875,69518.625,65781.1015625,64095.76953125,73500.8203125,80887.4921875,59288.7265625,81404.046875,68528.234375,60818.48828125,70891.8359375,73646.3984375,75577.1171875,73855.140625,63871.3984375,112748.453125,60537.5859375,74102.5859375,116720.921875,77661.34375,70388.5703125,160298.578125,57168.0703125,73878.171875,63465.4296875,104477.5234375,63940.7421875,69592.640625,62595.0859375,78278.8125,88309.34375,77205.640625,63416.203125,68748.4453125,60180.67578125,50388.953125,49200.43359375,61540.08203125,73561.5234375,55036.98046875,97124.5234375,49039.70703125,55594.16796875,67128.2265625,52249.3125,56717.80859375,66581.6953125,75087.515625,67497.6953125,58965.328125,51165.2578125,69920.5859375,54823.1328125,68615.5,74371.7890625,79858.9140625,103742.90625,71710.1953125,136506.921875,57298.625,72421.2109375,61922.21875,56769.015625,82456.2421875,88271.5,68677.890625,72504.765625,79812.578125,70329.2265625,58712.17578125,56722.96875,64421.72265625,66552.375,51735.15234375,76141.8671875,95055.6484375,74419.890625,89945.4296875,76960.6484375,63263.08203125,79558.8828125,63873.46484375,72743.5390625,64310.85546875,68140.2734375,67238.1328125,71600.484375,59450.98046875,73451.3984375,66995.6796875,62187.69140625,105846.9765625,64622.28515625,75147.984375,77580.5625,75416.96875
11,20210.005859375,19248.64453125,15615.439453125,16274.5634765625,23491.984375,22285.166015625,22170.068359375,25516.357421875,25591.916015625,25560.7890625,23680.61328125,29366.78515625,27019.59375,30273.12890625,26521.033203125,34017.30859375,29471.00390625,32041.662109375,30522.38671875,31409.60546875,43198.16796875,42094.98046875,38737.765625,36064.38671875,37961.8515625,44134.671875,44262.06640625,46179.76171875,45929.72265625,40648.91796875,50024.8828125,47715.0234375,46312.58203125,46456.9140625,45521.34765625,53006.203125,51709.08984375,54888.5078125,53112.4765625,50771.0234375,55704.72265625,49588.0390625,56543.578125,56016.46875,57451.38671875,77988.515625,52499.9140625,60206.05078125,58183.109375,60900.2890625,56754.9453125,58317.18359375,58099.3984375,62980.66796875,60287.09765625,54742.8671875,56423.91015625,59328.9140625,82861.9921875,58330.109375,65789.5234375,60240.1953125,65604.0703125,61374.26171875,63431.39453125,57974.0703125,66347.953125,62040.6640625,61045.0859375,63397.96484375,69961.1796875,55559.89453125,56674.59765625,57013.79296875,58013.265625,99183.1796875,59321.75390625,67539.28125,65287.328125,62128.703125,58122.69921875,61390.34375,57594.65234375,93888.8515625,52655.19140625,56028.18359375,54373.64453125,63212.78515625,70320.296875,82439.84375,69146.1328125,71228.0703125,66053.46875,54575.140625,67485.796875,74304.6796875,65733.484375,48962.0234375,97418.5390625,77691.234375,64302.84375,73286.734375,58802.66796875,50330.03515625,92154.4609375,57287.31640625,65837.125,58711.6328125,56638.15234375,53881.17578125,68566.7734375,75754.109375,74646.953125,91405.3828125,60785.22265625,59097.78515625,53306.62109375,97986.5078125,78437.5703125,72760.0859375,82737.2890625,62206.33984375,79781.71875,69384.6484375,88053.015625,85866.0546875,167982.609375,71359.75,71221.8515625,71336.8125,69049.9921875,73817.28125,51587.3046875,52661.14453125,52045.359375,84311.484375,112450.1796875,92175.6328125,70379.8828125,61294.57421875,80485.9375,67600.3359375,63376.56640625,72715.6484375,82579.15625,64908.765625,73522.6015625,81504.0859375,71365.5390625,69480.4140625,82228.140625,64738.8515625,83072.703125,69686.6328125,71493.5390625,100297.3828125,63834.453125,75941.8046875,68307.8515625,62090.27734375,83689.859375
12,12745.4013671875,21524.748046875,18494.208984375,22752.8046875,27610.185546875,24069.546875,25516.01171875,30633.06640625,26652.673828125,28989.599609375,30051.115234375,31400.806640625,30656.37109375,31896.166015625,38637.0,33556.67578125,39481.4375,36976.3359375,42938.50390625,45919.02734375,45482.29296875,49249.71875,43138.7578125,56220.6640625,47219.671875,67851.1953125,51179.9609375,51208.94140625,52600.74609375,52033.90625,50836.33984375,52711.75,52799.77734375,60672.5625,54453.60546875,70022.7109375,63563.02734375,62260.8359375,61950.12890625,63031.59765625,60850.87890625,76139.15625,73992.8828125,70435.8828125,66474.078125,65440.5078125,64017.88671875,65620.359375,80799.921875,64943.43359375,69112.21875,71399.90625,71710.1171875,93809.3125,73990.2734375,71682.1328125,69117.2265625,70821.7421875,74419.1640625,91490.296875,69064.203125,68070.71875,79340.046875,77299.1796875,72908.7265625,81199.578125,106779.7421875,70124.2109375,74542.359375,102530.84375,84408.3359375,80869.8359375,66376.4375,73194.34375,87469.6015625,88358.7890625,69229.375,84010.53125,81828.8046875,60326.8125,81234.515625,65311.828125,76767.578125,72266.828125,70638.15625,83036.0859375,99282.5,102387.7421875,65084.2109375,101953.8984375,79569.1953125,69026.5625,69978.3359375,69538.421875,80068.65625,63534.2734375,59485.6640625,72140.3203125,79189.265625,74445.796875,108827.9140625,103578.3125,60455.3203125,76559.1015625,63862.07421875,87627.515625,68970.3671875,78598.0625,60249.23828125,63519.98828125,60439.2265625,65413.875,65358.51171875,75125.8125,62307.90625,95869.3671875,63066.484375,68444.5078125,67271.40625,76189.5390625,75372.0703125,83477.2734375,78521.203125,83031.359375,75790.4296875,74964.1484375,94467.0859375,80603.8203125,84064.2109375,74676.3359375,77485.734375,71142.515625,60901.515625,69162.9453125,73278.96875,78774.0078125,66536.21875,71621.3359375,57125.5390625,63848.625,105172.421875,114111.9921875,77103.8828125,71409.234375,71061.21875,70300.796875,73100.4140625,77059.296875,98207.796875,66867.84375,106771.7890625,67307.640625,118790.4296875,69446.8984375,65964.390625,75018.2109375,141208.640625,61417.33203125,76953.9296875,71025.328125,68953.2265625
13,18234.828125,13591.71484375,18363.990234375,23626.67578125,32322.83203125,21804.15625,23999.3984375,40663.04296875,30781.451171875,30579.146484375,28724.466796875,28574.203125,29270.3125,31461.384765625,30392.953125,44507.21875,37072.9609375,39079.23828125,34719.046875,39668.58203125,45241.56640625,57482.33984375,50952.55078125,47013.1484375,47573.07421875,43154.67578125,53351.92578125,51075.65234375,51640.11328125,50064.5390625,76773.4140625,56280.5390625,50522.41015625,58156.8515625,58034.109375,59337.046875,59944.28515625,61145.3515625,58443.75,61312.74609375,74820.0859375,73728.0703125,65049.953125,76579.2265625,73462.4609375,67456.640625,63681.546875,73180.8125,74128.0859375,71136.9296875,68574.421875,73416.46875,69823.640625,74226.4921875,72311.1796875,82913.6640625,83197.9453125,75447.5625,68216.5234375,82702.546875,83988.6484375,79232.4375,74723.078125,82386.390625,89853.125,91131.6484375,83843.46875,69427.9453125,84874.8671875,90257.7109375,98970.1953125,71909.96875,100787.125,103842.03125,62088.61328125,73770.9296875,86333.0625,84067.640625,71452.2265625,72080.15625,72446.078125,74620.7890625,77951.4296875,79478.2109375,75242.21875,88173.515625,94673.515625,87258.796875,67429.3984375,89854.296875,56081.4453125,104029.703125,83613.7109375,76295.953125,85144.359375,95996.296875,67341.75,93137.7578125,72597.34375,65044.3828125,67128.34375,78649.3828125,81282.96875,61340.40625,79409.5546875,69425.1484375,56254.17578125,63414.51953125,72048.3671875,52851.83984375,78859.453125,73066.7578125,79914.8046875,70623.0234375,55524.56640625,74952.109375,72225.5,72324.5859375,80679.1171875,58605.89453125,85263.515625,73824.515625,87098.3984375,148677.140625,99126.5703125,97361.6484375,103279.671875,104851.921875,103708.3828125,59635.89453125,70340.953125,65851.6484375,63820.34375,101226.3046875,71747.546875,73968.875,48691.71875,64211.4375,70915.4921875,50910.3671875,116272.1328125,70684.3828125,72350.9140625,75526.0703125,74281.5859375,89091.890625,153973.9375,64394.51953125,95777.34375,68427.0546875,221013.40625,74610.3359375,90315.1953125,93733.796875,76998.0,76174.96875,182138.984375,67198.59375,72523.046875,71570.9765625,56235.53515625
14,20976.720703125,20403.15234375,23603.39453125,36991.73046875,24806.669921875,32754.857421875,30721.9375,34270.52734375,30039.072265625,32172.8125,31719.759765625,30082.115234375,36042.56640625,31368.025390625,34502.37890625,42335.125,35744.8203125,40173.265625,45513.921875,48123.99609375,45887.89453125,48301.7578125,47101.2421875,49576.36328125,51752.23828125,44643.67578125,49237.015625,44774.76953125,58766.64453125,51324.1875,46940.4296875,57342.15625,54997.859375,63102.66796875,59700.44140625,52393.78515625,64460.85546875,60588.36328125,54303.32421875,60167.3828125,70756.296875,61224.265625,64345.8671875,59700.4375,70251.8515625,67042.234375,80909.1953125,66214.703125,65234.60546875,66157.5078125,63449.11328125,67576.296875,80115.359375,67919.1875,69825.65625,74711.6640625,65187.109375,66918.03125,62937.6796875,68312.5859375,69148.3515625,74362.8828125,76233.65625,74214.609375,70196.5234375,75765.40625,81087.2109375,88612.6953125,66670.7109375,74637.8828125,75092.9140625,75973.078125,67282.8125,65462.0,64225.14453125,69015.7890625,70100.3125,93408.84375,74485.15625,58613.86328125,61557.4453125,62955.37890625,65186.15234375,64717.35546875,70285.6171875,60878.86328125,64673.9609375,70493.8203125,62394.65625,56543.7109375,77658.21875,62661.16796875,76559.140625,52194.13671875,89688.671875,60219.85546875,62496.1328125,61225.26953125,61360.7734375,66544.171875,58061.3671875,68386.5546875,56411.2734375,53121.11328125,65011.109375,54267.4609375,57650.6796875,148942.875,81151.875,82133.8125,66745.3203125,68656.453125,53640.88671875,68732.625,52064.26171875,55828.39453125,53470.16015625,57951.45703125,60531.9375,59820.109375,81992.6875,57916.73828125,84610.015625,64089.07421875,75516.9921875,77994.5859375,72805.3671875,63343.34765625,65904.6796875,93489.984375,49557.99609375,55685.421875,66449.359375,71560.921875,58032.21875,63737.1796875,65975.8203125,76076.84375,59765.30859375,63643.30859375,89337.375,84716.71875,73717.6328125,71162.0859375,70157.2890625,59897.9453125,61683.6953125,79308.4375,98209.6640625,73186.46875,65929.3359375,72304.5390625,70685.828125,66053.390625,75164.9140625,59806.1328125,68397.9296875,85827.0390625,83839.8046875,69894.21875,69579.2890625
15,26419.998046875,23700.8203125,24085.98046875,30312.291015625,28517.7265625,32873.36328125,28611.0546875,32512.759765625,34926.90625,31214.0078125,38744.359375,35840.6875,59686.61328125,45612.73046875,36280.91796875,49159.48046875,39691.35546875,46054.8203125,43587.9765625,40765.5703125,60913.27734375,41503.01171875,66287.015625,50700.39453125,83446.7734375,47712.27734375,54910.40234375,65032.65234375,50881.39453125,52163.4296875,67821.8671875,56406.17578125,56432.16796875,62360.625,66316.828125,64122.65234375,62522.64453125,64850.82421875,70624.734375,73055.75,71078.953125,67091.1328125,66369.125,74759.96875,62649.2890625,63526.10546875,65129.23046875,68933.46875,84252.0078125,67882.171875,83187.734375,71417.3515625,61499.75,71580.9375,79598.515625,79255.9609375,72867.3359375,101557.8984375,71504.8984375,74813.6953125,64240.1875,64747.3203125,65007.3203125,75067.1171875,93348.9609375,75386.5390625,60093.69140625,65283.4921875,79951.1328125,66493.125,81473.484375,68614.796875,67213.5390625,76207.421875,63854.4765625,111945.2265625,71705.59375,62172.765625,65493.3125,76873.8828125,90273.1640625,85500.75,86460.9921875,59324.77734375,70295.703125,77710.875,67666.3515625,62522.02734375,57022.63671875,61631.85546875,66461.3984375,63356.70703125,59806.05859375,55759.4921875,67026.2890625,56608.16015625,57063.33203125,68301.1484375,55815.140625,61588.80859375,60008.5546875,93040.3046875,65544.6171875,73489.2265625,85549.0234375,60566.73046875,72989.6484375,65368.30859375,66725.0625,54677.9140625,58070.77734375,66486.625,70916.015625,71357.8046875,65751.359375,60995.41796875,84691.4296875,66274.3515625,57985.04296875,97651.5859375,96978.71875,80720.578125,66943.109375,84429.484375,66666.0546875,68668.1015625,62136.7109375,56815.98828125,74122.171875,60101.65625,80610.421875,70178.6328125,72769.0625,59452.859375,126020.09375,65410.10546875,55918.2734375,53605.96875,73372.2578125,56559.1171875,86359.421875,100295.421875,84847.6171875,64386.28515625,76773.625,76631.0078125,63594.0703125,74664.6640625,74070.8046875,79061.3828125,68333.1328125,60408.94921875,96365.2734375,68207.515625,78808.46875,83399.8671875,69737.078125,80294.578125,69863.1328125,95471.4296875,71743.59375
16,24650.833984375,17764.38671875,17361.171875,18760.26171875,19633.5625,22395.8046875,24766.6328125,22831.57421875,26920.55078125,24187.47265625,31343.673828125,28334.43359375,33676.4765625,30990.677734375,31289.0546875,37202.5078125,34190.11328125,34588.35546875,65173.43359375,31104.546875,47197.56640625,49572.79296875,39205.53125,37842.82421875,41775.11328125,40638.72265625,44513.0390625,41890.5234375,57818.2578125,48561.40234375,47617.39453125,42415.3359375,45664.60546875,63025.78515625,50812.2109375,41505.22265625,72613.515625,52410.453125,47531.65234375,49080.5234375,43935.921875,54071.04296875,59476.2265625,54187.609375,59720.83203125,47782.796875,53846.45703125,53212.7109375,58454.828125,52569.90234375,58920.3203125,55051.01953125,57359.375,54393.04296875,55637.4609375,58301.5703125,52205.625,57656.7578125,63892.9609375,57489.1171875,66883.1484375,73423.6640625,64570.2890625,61704.171875,74775.21875,62416.1640625,59308.3828125,72004.734375,60810.8515625,61518.0,59647.7109375,55403.53515625,51582.62890625,51745.73046875,58880.828125,58912.55859375,62441.6015625,54222.94140625,72318.9453125,59922.2109375,58856.015625,86544.921875,59991.81640625,59872.91015625,85026.6171875,63897.15234375,67001.890625,51823.35546875,56305.0078125,55198.609375,77586.171875,52222.0546875,68852.78125,52828.4765625,51937.00390625,50202.83203125,111185.8828125,64046.57421875,50828.01953125,58962.62109375,54568.90625,60057.47265625,50301.22265625,55379.625,58779.09375,50823.1953125,58907.890625,76296.609375,82006.4921875,63961.7890625,57495.9609375,53370.390625,60132.3984375,74608.96875,60687.94921875,61683.17578125,56527.140625,53731.203125,50350.32421875,54873.796875,80926.9140625,61123.96875,64783.7578125,59596.0234375,57353.74609375,58638.89453125,59086.43359375,67589.1484375,57223.4765625,66147.328125,58252.265625,52866.7734375,64592.89453125,58024.43359375,60581.6953125,84050.2578125,57252.1484375,75996.3046875,58832.54296875,93030.609375,65556.3671875,82949.3828125,83138.0625,60944.69921875,76128.5078125,72103.0546875,86386.6640625,67704.59375,71751.296875,63754.27734375,58585.9453125,66546.6015625,99561.5703125,83479.9140625,79709.546875,62997.6484375,64621.7265625,68657.671875,70903.0,88690.0546875,63629.73828125
17,23496.798828125,17311.810546875,17316.25390625,23470.68359375,26465.400390625,23727.107421875,23626.97265625,25340.8125,40297.78125,28294.732421875,32823.1796875,33187.94140625,33113.4609375,33277.97265625,41196.140625,37062.375,33947.734375,36827.296875,44209.01953125,39081.9296875,46548.8984375,63525.76171875,40003.82421875,45897.46875,41447.9375,46949.76171875,54664.62890625,58569.296875,51774.02734375,53145.99609375,51159.91796875,53652.859375,60640.37890625,59856.2265625,62220.48046875,61968.13671875,63842.3203125,62334.203125,70488.1328125,63857.88671875,74955.0703125,70269.4296875,66440.65625,63133.23046875,73596.3984375,64649.58984375,73857.78125,76290.734375,82658.4140625,80273.1875,79408.375,70691.421875,80171.546875,88917.75,75699.796875,78540.4140625,69816.265625,80644.328125,73284.4296875,77632.34375,73448.8125,88134.3125,74873.0859375,81923.9609375,75068.15625,90537.1171875,71702.765625,73605.390625,69681.6171875,73414.53125,70937.9296875,78915.1796875,68235.390625,75772.390625,86179.9296875,84186.4609375,73919.3515625,68267.3671875,87299.8203125,70530.640625,67671.828125,77043.5703125,73664.9765625,66131.8125,81536.140625,72399.5859375,70813.3515625,70817.6640625,81331.4609375,62915.56640625,61007.84765625,73842.421875,81198.734375,66930.6171875,62809.2421875,77644.328125,60956.9453125,70510.7265625,83737.7578125,93301.625,56079.97265625,67438.2265625,73572.5703125,58658.58203125,60357.484375,106265.15625,85005.8203125,60772.0,63437.75390625,75538.640625,53324.12109375,203773.921875,70602.8828125,70279.71875,59910.42578125,51529.16796875,78849.828125,74032.71875,67180.5546875,83923.7109375,85688.0546875,71909.046875,80370.609375,62673.21484375,73335.7265625,68656.8203125,71438.671875,64542.96875,71325.6484375,68437.1171875,57903.21875,66566.703125,76102.0546875,65502.69140625,75982.9609375,63955.0625,69566.4765625,66170.9609375,77753.59375,109226.8359375,68743.7265625,89298.390625,68112.8515625,71531.03125,73718.984375,77290.6796875,66132.0390625,87127.0625,96888.1328125,70127.5546875,88695.5546875,92510.34375,92771.1015625,68629.46875,63521.16796875,74167.5703125,76698.84375,64979.3125,72782.546875,83361.0859375,67398.3515625
18,17356.75390625,21545.349609375,17746.76171875,17087.599609375,18163.412109375,25268.646484375,22160.3359375,25547.056640625,26886.3515625,34602.40625,25949.419921875,28432.509765625,27686.2265625,33183.93359375,32688.259765625,26984.62109375,37783.56640625,36357.1328125,39875.46484375,39197.05859375,44623.73046875,55207.14453125,40398.26953125,72131.9296875,51870.26953125,41737.87890625,46567.65625,45503.4375,48443.16796875,61568.26953125,46961.19140625,48913.609375,51534.9375,54269.8828125,56950.13671875,52288.0703125,56569.33203125,59917.15234375,51053.890625,63011.65234375,66389.4453125,65486.5859375,76087.421875,65351.62890625,66385.8125,64318.4453125,79756.28125,100380.4921875,82760.390625,71896.7578125,76094.546875,72934.4921875,73586.015625,71566.46875,75296.015625,70271.09375,84305.4375,78178.46875,84406.078125,78166.890625,82875.921875,82801.28125,83508.171875,68440.96875,83685.796875,79140.1171875,91182.6953125,87091.515625,76135.5546875,82522.21875,79144.1953125,90069.515625,89232.2421875,72255.3359375,89401.6796875,89715.78125,86011.7578125,70915.8671875,92146.15625,84905.78125,87080.6640625,77067.2421875,67237.171875,77882.7109375,67485.78125,77350.5234375,74299.3125,73028.2421875,64987.13671875,93483.25,69785.265625,98082.109375,70890.8046875,99621.7265625,118071.09375,86725.1328125,109033.03125,70057.734375,74291.6796875,82210.3984375,110720.046875,69783.640625,80698.140625,68410.265625,113752.1015625,141430.109375,71466.828125,71784.9140625,66054.6953125,92494.4453125,90612.25,79025.6953125,55655.5625,58996.546875,63386.58203125,77547.4453125,168816.90625,52167.78515625,61387.7265625,144762.53125,110045.734375,74983.1484375,74893.53125,57052.2109375,98113.765625,71977.5234375,86672.484375,66694.125,75402.078125,79341.796875,67490.6796875,77323.9296875,64269.90625,60883.13671875,66962.2890625,67509.7578125,76356.9765625,63421.453125,75292.3125,62337.52734375,98526.9375,88048.7578125,95697.1171875,64679.7578125,70602.328125,66944.59375,68394.703125,63504.37890625,73276.125,61612.69140625,75972.4609375,72495.3984375,65615.6796875,78912.2421875,84902.6015625,63728.7890625,70788.4375,89159.09375,87238.5234375,77855.375,101059.6796875
19,16753.67578125,16596.291015625,21150.06640625,19662.501953125,21087.2734375,33738.296875,25070.849609375,28968.1796875,31972.94140625,27137.84765625,27883.642578125,34709.875,31385.716796875,36145.94921875,33341.52734375,39492.98828125,45324.578125,36304.58203125,37074.25390625,40698.62109375,47380.921875,62548.6484375,46189.46875,51237.8828125,57644.61328125,52971.8359375,61804.11328125,52493.453125,60510.91796875,69278.75,54046.23828125,59610.0234375,76501.421875,64955.57421875,62450.1484375,62351.19140625,59802.00390625,68386.015625,65282.9609375,67111.671875,77007.1484375,62754.4765625,64755.00390625,74298.625,74847.7734375,73181.625,69785.3828125,80406.453125,76530.75,67132.1953125,84284.75,90031.125,79626.6015625,77478.609375,74065.34375,69714.9140625,72485.984375,106996.3203125,86296.8984375,76029.765625,71506.2265625,95609.1796875,76520.4609375,68683.453125,66702.2578125,83215.6640625,72851.703125,79258.1796875,72142.015625,105469.25,75059.2734375,81553.5859375,113272.0390625,78668.03125,78248.546875,71233.6171875,79729.28125,93004.6640625,77820.6640625,66428.21875,69170.8515625,95606.1328125,85625.6484375,82831.6328125,67198.4296875,67259.6875,66351.65625,67252.765625,64770.046875,66998.453125,71798.90625,58848.640625,70956.234375,75953.6171875,69907.765625,75011.2109375,71388.984375,97816.453125,70620.0390625,73473.125,63818.15625,92946.0546875,73890.3671875,60419.375,99980.7890625,76530.2734375,88914.296875,73414.3203125,82779.78125,80165.25,90442.6875,65898.8125,62174.234375,72772.328125,70181.53125,54779.75,69367.0390625,65132.96875,73753.9765625,47041.85546875,84954.1640625,75784.21875,50234.1015625,56110.734375,58422.83984375,68790.8203125,45627.62109375,59742.6484375,63720.8203125,78249.8125,77566.0,53344.0546875,63584.78125,71262.484375,74770.5,85885.0859375,62913.71875,68275.2578125,81446.6171875,83349.921875,86093.0,59930.5625,60274.46875,70347.0625,58070.90234375,56197.53515625,59330.1328125,53243.7421875,80455.796875,73042.8359375,63575.5859375,88753.078125,60372.4609375,60984.12890625,69976.09375,99201.96875,62018.22265625,69506.7265625,68782.953125,82865.75,64531.12109375
