round,test_acc
0,0.009577015163607342
1,0.13607342378292098
2,0.15802075019952114
3,0.18435754189944134
4,0.1739824421388667
5,0.18076616121308858
6,0.19553072625698323
7,0.1911412609736632
8,0.20271348762968874
9,0.20869912210694333
10,0.24102154828411812
11,0.22386272944932162
12,0.23623304070231443
13,0.24461292897047088
14,0.24660814046288906
15,0.25738228252194734
16,0.26975259377494015
17,0.2601755786113328
18,0.2709497206703911
19,0.27214684756584195
20,0.2857142857142857
21,0.2789305666400638
22,0.29130087789305664
23,0.2980845969672785
24,0.29728651237031123
25,0.28611332801276934
26,0.2944932162809258
27,0.28292098962490025
28,0.2956903431763767
29,0.30646448523543496
30,0.30446927374301674
31,0.30965682362330404
32,0.30646448523543496
33,0.3024740622505986
34,0.3180367118914605
35,0.3056664006384677
36,0.31165203511572226
37,0.3232242617717478
38,0.33000798084596966
39,0.32282521947326415
40,0.3200319233838787
41,0.3355945730247406
42,0.32761372705506786
43,0.3324022346368715
44,0.33000798084596966
45,0.3355945730247406
46,0.3343974461292897
47,0.33080606544293695
48,0.3415802075019952
49,0.34596967278531526
50,0.33359936153232245
51,0.3383878691141261
52,0.3320031923383879
53,0.3347964884277733
54,0.33080606544293695
55,0.3383878691141261
56,0.3403830806065443
57,0.3383878691141261
58,0.3391859537110934
59,0.3407821229050279
60,0.33958499600957703
61,0.3403830806065443
62,0.34118116520351155
63,0.3403830806065443
64,0.3383878691141261
65,0.33359936153232245
66,0.3391859537110934
67,0.33878691141260975
68,0.3383878691141261
69,0.3375897845171588
70,0.34118116520351155
71,0.3403830806065443
72,0.3403830806065443
73,0.3403830806065443
74,0.3403830806065443
75,0.3399840383080607
76,0.3415802075019952
77,0.3391859537110934
78,0.33878691141260975
79,0.33958499600957703
80,0.3375897845171588
81,0.33599361532322425
82,0.3407821229050279
83,0.33798882681564246
84,0.3399840383080607
85,0.34118116520351155
86,0.3363926576217079
87,0.3371907422186752
88,0.3391859537110934
89,0.3375897845171588
90,0.3375897845171588
91,0.3391859537110934
92,0.3375897845171588
93,0.33958499600957703
94,0.33878691141260975
95,0.3399840383080607
96,0.3383878691141261
97,0.3383878691141261
98,0.33958499600957703
99,0.33878691141260975
100,0.3375897845171588
101,0.33599361532322425
102,0.3399840383080607
103,0.3399840383080607
104,0.33798882681564246
105,0.3407821229050279
106,0.33798882681564246
107,0.33958499600957703
108,0.3407821229050279
109,0.3415802075019952
110,0.3423782920989625
111,0.34197924980047884
112,0.3399840383080607
113,0.3415802075019952
114,0.3415802075019952
115,0.34477254588986433
116,0.3435754189944134
117,0.34397446129289705
118,0.3443735035913807
119,0.34596967278531526
120,0.34397446129289705
121,0.34676775738228255
122,0.3443735035913807
123,0.34477254588986433
124,0.34596967278531526
125,0.3463687150837989
126,0.3463687150837989
127,0.3423782920989625
128,0.3455706304868316
129,0.3463687150837989
130,0.3479648842777334
131,0.3479648842777334
132,0.3475658419792498
133,0.3475658419792498
134,0.3479648842777334
135,0.3487629688747007
136,0.34716679968076614
137,0.3503591380686353
138,0.3475658419792498
139,0.3487629688747007
140,0.34916201117318435
141,0.3479648842777334
142,0.3503591380686353
143,0.3523543495610535
144,0.3503591380686353
145,0.34836392657621706
146,0.34996009577015164
147,0.3479648842777334
148,0.34916201117318435
149,0.3515562649640862
150,0.349561053471668
151,0.3487629688747007
152,0.34916201117318435
153,0.3503591380686353
154,0.3503591380686353
155,0.3487629688747007
156,0.34716679968076614
157,0.34596967278531526
158,0.34676775738228255
159,0.3455706304868316
160,0.345171588188348
161,0.34716679968076614
162,0.3515562649640862
163,0.3515562649640862
164,0.349561053471668
165,0.35195530726256985
166,0.349561053471668
167,0.34916201117318435
168,0.349561053471668
169,0.349561053471668
170,0.353950518754988
171,0.349561053471668
172,0.35275339185953714
173,0.34916201117318435
174,0.35355147645650437
175,0.35195530726256985
176,0.35514764565043894
177,0.35275339185953714
178,0.3531524341580207
179,0.3507581803671189
180,0.35634477254588987
181,0.3523543495610535
182,0.3611332801276935
183,0.3555466879489226
184,0.353950518754988
185,0.34996009577015164
186,0.3611332801276935
187,0.3611332801276935
188,0.35913806863527536
189,0.3555466879489226
190,0.36153232242617717
191,0.3587390263367917
192,0.3659217877094972
193,0.3619313647246608
194,0.3655227454110136
195,0.3659217877094972
196,0.36153232242617717
197,0.3635275339185954
198,0.3619313647246608
199,0.37110933758978454
200,0.3691141260973663
201,0.3691141260973663
202,0.37031125299281725
203,0.3671189146049481
204,0.3778930566640064
205,0.3687150837988827
206,0.3790901835594573
207,0.37549880287310455
208,0.3750997605746209
209,0.3758978451715882
210,0.37390263367917
211,0.3854748603351955
212,0.38427773343974464
213,0.3818834796488428
214,0.3794892258579409
215,0.38148443735035914
216,0.383878691141261
217,0.38268156424581007
218,0.3822825219473264
219,0.3870710295291301
220,0.3862729449321628
221,0.3906624102154828
222,0.39465283320031924
223,0.388268156424581
224,0.3898643256185156
225,0.3914604948124501
226,0.3994413407821229
227,0.39584996009577017
228,0.39664804469273746
229,0.40063846767757383
230,0.39704708699122104
231,0.40263367916999204
232,0.39106145251396646
233,0.40422984836392656
234,0.40582601755786113
235,0.4046288906624102
236,0.40183559457302476
237,0.40861931364724663
238,0.4134078212290503
239,0.40782122905027934
240,0.41380686352753393
241,0.40702314445331206
242,0.42258579409417396
243,0.41300877893056664
244,0.4197924980047885
245,0.42537909018355946
246,0.42418196328810853
247,0.4265762170790104
248,0.4309656823623304
249,0.42936951316839583
250,0.4229848363926576
251,0.4329608938547486
252,0.43056664006384676
253,0.4309656823623304
254,0.43415802075019955
255,0.43735035913806863
256,0.43415802075019955
257,0.4329608938547486
258,0.43735035913806863
259,0.43335993615323226
260,0.43934557063048685
