round,train_loss
0,2.312694461928069
1,2.2013694813460796
2,1.9419028283871766
3,1.5562432700839206
4,1.2282520515346573
5,1.0179175247210754
6,0.8674505815620869
7,0.7507631870754461
8,0.6723715758526997
9,0.6144110111445046
10,0.5584158336068326
11,0.5151959032214866
12,0.4713815657674328
13,0.4462416581903719
14,0.4187846570595644
15,0.40809244802932587
16,0.3791952171955677
17,0.3629474787032658
18,0.3434763826761761
19,0.33445233993582385
20,0.31852748959790916
21,0.3026360141500415
22,0.3011858738337213
23,0.288242322688821
24,0.26806375305050584
25,0.26063216786080917
26,0.2593960351908743
27,0.2505040796084831
28,0.2415367403033879
29,0.23231883224489555
30,0.22914748650818675
31,0.21799064696349207
32,0.2078643790842567
33,0.20832564673250548
34,0.20544095867398313
35,0.2003936857476747
36,0.19544537387138902
37,0.1904117503126471
38,0.18428930848333025
39,0.18055777164721637
40,0.17872173650882728
41,0.17133958182379405
42,0.1702007472161639
43,0.16662338560143616
44,0.16290502830123363
45,0.1636398084096447
46,0.15921760701850093
47,0.15951810457899443
48,0.15322907426842633
49,0.14938490329891707
50,0.14834761552639059
51,0.1490667274260796
52,0.1418083758972419
53,0.14758381407925042
54,0.13904085939015315
55,0.13754582844688695
56,0.13671019922388505
57,0.1313047531923853
58,0.1332363231155775
59,0.13192358462682663
60,0.1274359536283437
61,0.12543640129441125
62,0.12289524811356886
63,0.12410926451029948
64,0.12255032906298884
65,0.12285305176103607
66,0.11945607939223572
67,0.11727782036794326
68,0.11960433313584136
69,0.1148445791997718
70,0.11705018336361642
71,0.11549345128348618
72,0.11704185377139203
73,0.11284651668058136
74,0.1113825517393082
75,0.11574823176936223
76,0.11332248529409417
77,0.11298345166939121
78,0.1070096316219916
79,0.10897106974884053
80,0.10614671887059009
81,0.1070390936398527
82,0.10516324432528494
83,0.1017087975518165
84,0.1026601650858906
85,0.10263756827984571
86,0.098726085561685
87,0.09723714627820897
88,0.0972372020711441
89,0.09853795995377299
90,0.09786914609242954
91,0.09878514519349671
92,0.09395307835850435
93,0.0976607967886052
94,0.0979254610752388
95,0.09061780407478667
96,0.0893699693563597
97,0.0926092199106973
98,0.09506515641548038
99,0.08975669878944398
100,0.08641075386603221
101,0.08988241897774053
102,0.08698970399864127
103,0.08960504158628026
104,0.08840558078136053
105,0.08701728442543503
106,0.0859446293941051
107,0.08816877227305973
108,0.08669645766212991
109,0.08611340185180008
110,0.08490503739562084
111,0.08425489769430779
112,0.08559479151259466
113,0.0807113074572759
114,0.08293494467076738
115,0.08085235466499655
116,0.08190977595294853
117,0.08260553304765811
118,0.08121440210618264
119,0.0823025665498887
120,0.08144779657643696
121,0.08010745742839813
122,0.08048416667237904
123,0.07793189464873128
124,0.07644564658279678
125,0.07552386960086696
126,0.07757216837917995
127,0.07823516227872147
128,0.0784888972931067
129,0.07346129723322319
130,0.07392592101573914
131,0.07553221682979357
132,0.07582493333668776
133,0.07337744076379131
134,0.07450798257788208
135,0.07072288370833843
136,0.07601113486211701
137,0.07762437653616538
138,0.07425501986539015
139,0.07231897415910563
140,0.07195223179729121
141,0.07159492274421929
142,0.0725507568322997
143,0.0729386726792703
144,0.0706367560176049
145,0.06978623620914363
146,0.07145732065440936
147,0.06780951515814417
148,0.07005994830130957
149,0.07189612296588704
150,0.06961431180890996
151,0.07217592681807128
152,0.06951923513958495
153,0.06923937261357499
154,0.06529124915817762
155,0.06485281432500231
156,0.0675905312760766
157,0.0645825816309468
158,0.06595340979285993
159,0.0659695595471008
160,0.06539363769256834
161,0.06516166372413988
162,0.06343618935054426
163,0.0638795272308438
164,0.06553840413398167
165,0.06382265416724496
166,0.06424885181002117
167,0.06378753474575868
168,0.0621974899758767
169,0.060233838504397494
170,0.060042485155070206
171,0.06384153082711702
172,0.06549989398893606
173,0.06554776332826726
174,0.06162274540651742
175,0.06149889488956502
176,0.06493985360414241
177,0.06490925734983119
178,0.06559470760433748
179,0.06567901299109848
180,0.0631128701085928
181,0.061345143309894004
182,0.060361336228876614
183,0.063742678027581
184,0.05931053002907985
185,0.05914460987619732
186,0.058910337199380464
187,0.062560271284689
188,0.06244194835307088
189,0.06013261210709931
190,0.06049383467744426
191,0.05896203597819801
192,0.060441204398120126
193,0.05826503427627624
194,0.05744455060650874
195,0.058370117031825236
196,0.059086920336480615
197,0.060247664748446395
198,0.05986824437481659
199,0.058481963346034824
200,0.059320537797239864
201,0.057116793662959554
202,0.05626666319899709
203,0.05723025744609358
204,0.057141018467494434
205,0.05630582511163103
206,0.05525261270493412
207,0.05471529678148381
208,0.054702517833267246
209,0.05553761556231155
210,0.05392909229117964
211,0.05651975962673584
212,0.05582731296482201
213,0.05490626602394078
214,0.05499276038430251
215,0.05579495012709546
216,0.05334307723986193
217,0.05652401343501791
218,0.0551903277744843
219,0.054055720885342884
220,0.05443310511541243
221,0.051918176658709035
222,0.053309510541506365
223,0.052249009894115066
224,0.051569252139207135
225,0.05170232409605889
226,0.05097200697339746
227,0.052173434282693186
228,0.05355536384306478
229,0.055058817058659636
230,0.05087208377567386
231,0.05248738196286546
232,0.05202284973162033
233,0.051773213641333055
234,0.050400268830890056
235,0.050502100521762065
236,0.04999265499612738
237,0.051772414511494
238,0.053041406522791996
239,0.0513738199006496
240,0.05167989084320995
241,0.05068162450905659
242,0.051123830955959404
243,0.05052055241969856
244,0.05142364021582492
245,0.05028412701110539
246,0.04903519558979108
247,0.052446655475858396
248,0.050885946861367284
249,0.05246359486349553
250,0.05134442669971254
251,0.05049657173512557
252,0.048937050585681006
253,0.04980188990682737
254,0.04938103645415517
255,0.050587982529654664
256,0.049325928214784286
257,0.047888912748652285
258,0.04792729570004135
259,0.04832500472233278
260,0.048997995909684844
261,0.05110157730790748
262,0.05119789276465904
263,0.04921046220591417
264,0.05227766600604157
265,0.04800737887567183
266,0.05046228046341152
267,0.05023992462065653
268,0.04859007350203968
269,0.04699946985722194
270,0.04795854275595401
271,0.0462443297237325
272,0.04742894468913749
273,0.0472838852611962
274,0.04838125689892182
275,0.04604233895379983
276,0.04526639449646685
277,0.04452995066630466
278,0.04529105411202105
279,0.045188053672445626
280,0.04525682611551008
281,0.04584434785728647
282,0.04538498455699593
283,0.04522082109921192
284,0.04474120085115027
285,0.04555071307896354
286,0.04658590434197103
287,0.048417866506733166
288,0.044666795936941846
289,0.04532147098762806
290,0.044601364147831085
291,0.043978843207607456
292,0.042997717717626366
293,0.04377240556003759
294,0.044000704857355875
295,0.0429843143916887
296,0.04539849401070274
297,0.045015929779288845
298,0.04465064914994368
299,0.04493437764688823
300,0.04533870335324984
