round,test_acc
0,0.006429780033840948
1,0.07986463620981388
2,0.07918781725888324
3,0.06869712351945854
4,0.06260575296108291
5,0.06869712351945854
6,0.06598984771573604
7,0.05786802030456853
8,0.06598984771573604
9,0.06598984771573604
10,0.06463620981387479
11,0.0700507614213198
12,0.07614213197969544
13,0.06734348561759729
14,0.06632825719120135
15,0.06937394247038917
16,0.05516074450084602
17,0.06565143824027073
18,0.07817258883248732
19,0.07411167512690356
20,0.06091370558375635
21,0.07749576988155668
22,0.08494077834179357
23,0.0805414551607445
24,0.07377326565143824
25,0.07986463620981388
26,0.07884940778341794
27,0.07681895093062606
28,0.07986463620981388
29,0.08764805414551607
30,0.10118443316412859
31,0.08460236886632826
32,0.08426395939086294
33,0.08900169204737733
34,0.09306260575296109
35,0.09712351945854483
36,0.08764805414551607
37,0.10456852791878173
38,0.09340101522842639
39,0.09746192893401015
40,0.10524534686971235
41,0.10321489001692047
42,0.10016920473773265
43,0.11201353637901862
44,0.10287648054145516
45,0.1116751269035533
46,0.10219966159052453
47,0.10998307952622674
48,0.1093062605752961
49,0.11844331641285956
50,0.11776649746192894
51,0.12385786802030457
52,0.132994923857868
53,0.11979695431472082
54,0.11641285956006768
55,0.13028764805414553
56,0.12115059221658206
57,0.1272419627749577
58,0.12588832487309645
59,0.12148900169204738
60,0.1326565143824027
61,0.12588832487309645
62,0.14483925549915397
63,0.13942470389170897
64,0.14145516074450085
65,0.1485617597292724
66,0.14517766497461929
67,0.15194585448392556
68,0.1404399323181049
69,0.13637901861252116
70,0.13908629441624365
71,0.14382402707275804
72,0.15262267343485617
73,0.14822335025380712
74,0.15397631133671744
75,0.13705583756345177
76,0.14957698815566836
77,0.1580372250423012
78,0.16480541455160744
79,0.15363790186125212
80,0.15702199661590524
81,0.1587140439932318
82,0.15160744500846024
83,0.15634517766497463
84,0.15769881556683588
85,0.16074450084602368
86,0.15668358714043992
87,0.1658206429780034
88,0.1637901861252115
89,0.16040609137055836
90,0.17258883248730963
91,0.16311336717428088
92,0.16717428087986463
93,0.16446700507614212
94,0.17258883248730963
95,0.1637901861252115
96,0.16683587140439932
97,0.16852791878172588
98,0.166497461928934
99,0.1817258883248731
100,0.1817258883248731
101,0.17529610829103215
102,0.1769881556683587
103,0.17563451776649747
104,0.17732656514382403
105,0.18206429780033842
106,0.16311336717428088
107,0.1769881556683587
108,0.18375634517766498
109,0.17258883248730963
110,0.17563451776649747
111,0.17021996615905247
112,0.19153976311336718
113,0.1824027072758037
114,0.18307952622673435
115,0.18138747884940778
116,0.18375634517766498
117,0.19221658206429781
118,0.18680203045685279
119,0.18815566835871406
120,0.18578680203045686
