round,train_loss
0,4.626023282312324
1,3.702314013105021
2,2.893593437207414
3,2.7315903565671182
4,2.6659817955281473
5,2.5723675830726185
6,2.5442901509429756
7,2.4824684069494998
8,2.378016120038017
9,2.3495827848368354
10,2.283787232027589
11,2.254551938363034
12,2.204875039090418
13,2.176768708543809
14,2.1529233707944946
15,2.109525949844826
16,2.1031022067904077
17,2.0612021138270697
18,2.0506007908889563
19,2.02062659344264
20,1.9759035247190557
21,1.9624803315098136
22,1.9659972536091757
23,1.932562618267418
24,1.8647743066643725
25,1.8401145390649833
26,1.8150180706588348
27,1.8095194699839003
28,1.7880957779711228
29,1.800432871818149
30,1.7460816070781682
31,1.7239517723717313
32,1.703257661644775
33,1.7069060816967447
34,1.6690944278791007
35,1.6325516734186178
36,1.6385409022518511
37,1.6401317551387813
38,1.603326762224188
39,1.5630127352849879
40,1.5699222161628232
41,1.5560938759212053
42,1.5562121103895772
43,1.5228965313668692
44,1.5362295840341267
45,1.5055406446209048
46,1.4918408715488887
47,1.4725941540827059
48,1.474605424520206
49,1.4454033018486334
50,1.4754805022930548
51,1.4332252511195225
52,1.405215914444168
53,1.4600420922483548
54,1.4073430068618786
55,1.3950469258299756
56,1.4010446450792917
57,1.3715298426623392
58,1.372606492573672
59,1.358720500132825
60,1.3538970766779612
61,1.3636659780646314
62,1.34983344776894
63,1.340855559819799
64,1.3498599556068775
65,1.2957436455899338
66,1.3144956915685446
67,1.2737177620724875
68,1.3151243644283943
69,1.2512671200454037
70,1.2574281787173975
71,1.2508490254039024
72,1.282276911163094
73,1.221112454389975
74,1.2187486612560725
75,1.2149964892136382
76,1.2157211251089675
77,1.210154382505826
78,1.195691601646812
79,1.2136969204881403
80,1.1737854650655988
81,1.13950215004655
82,1.186896557301873
83,1.2162690031597323
84,1.165565272811616
85,1.1562787903466634
86,1.1499979081425336
87,1.1330457416919395
88,1.0967184130360585
89,1.1365097856929791
90,1.1099981501354244
91,1.1056151587036576
92,1.108503055405302
93,1.1179009254640675
94,1.0763655029015966
95,1.1007050140315155
96,1.0732356225795086
97,1.0578671481964415
98,1.062318983767489
99,1.0586707077600774
100,1.0558390676631
101,1.0408839545529274
102,1.0235584818392303
103,1.0278633768999144
104,0.9941974417875112
105,1.0053065247317352
106,1.0019486891997136
107,0.9878674660972243
108,0.9948421041957616
109,1.0230779601967965
110,0.9922591960518667
111,0.9775324715885392
112,0.9659861306730572
113,0.9569744833748136
114,0.9821017780909838
115,0.9351389713265715
116,0.9578847370476219
117,0.9374213380118211
118,0.9469370234130633
119,0.9402718899076922
120,0.9431020379705791
121,0.9202499939958648
122,0.888510364338313
123,0.8920432122750054
124,0.8714732083279898
125,0.8802051522304909
126,0.8621113823831278
127,0.9120001340955004
128,0.9113104352266481
129,0.8805080717152888
130,0.8749148078730004
131,0.8856579298061309
132,0.8412325910535385
133,0.8721687575132147
134,0.8935864193137526
135,0.8682556543068918
136,0.8242115163960473
137,0.8147234252282102
138,0.8025311895987333
139,0.8070036236184461
140,0.8184647344101971
141,0.7940816841035983
142,0.7964522532331865
143,0.8247357494329953
144,0.763910145612538
145,0.7842859283532246
146,0.7743027590387331
147,0.7989385136873415
148,0.8157660636571374
149,0.7320492885908475
150,0.747924734706139
151,0.7467621782972867
152,0.7681283907774258
153,0.7752935077945883
154,0.7272089535843814
155,0.7951759413597804
156,0.7136806415842705
157,0.7359080190336941
158,0.7225940937280851
159,0.7621226736249114
160,0.7098784663533122
161,0.7238010879937965
162,0.6876788930444926
163,0.6621128846291858
164,0.7122307104233763
165,0.7068401305220111
166,0.7585700182705233
167,0.6915374130453213
168,0.6682567004692239
169,0.6771266477016529
170,0.7119381284408837
171,0.6625343233334644
172,0.6668331731393589
173,0.6483345235461252
174,0.6686531612065563
175,0.6037418974729458
176,0.6312958619529658
177,0.6376471788785344
178,0.6167131257627664
179,0.6217091970157997
180,0.6102760099735197
181,0.6022729488833509
182,0.6081310586985385
183,0.6196745859502074
184,0.5841537449484316
185,0.5726083265648226
186,0.597537674993375
187,0.5927133754190832
188,0.5705313250397889
189,0.6025832239907272
190,0.6048619243325574
191,0.539971358865106
192,0.5390263012004862
193,0.5421770710940703
194,0.5496456134732407
195,0.5724751674462565
196,0.5866907656241959
197,0.5586296645278978
198,0.5529035437274294
199,0.5895982812536825
200,0.5552454129746645
201,0.5298866787587259
202,0.5119343176361161
203,0.4908464060352482
204,0.5315651784070058
205,0.5732281023310651
206,0.5378110203338732
207,0.49878291309297873
208,0.47291859278990195
209,0.5221432429114388
210,0.47222958062544906
211,0.5228188726743652
212,0.4921785195238224
213,0.4662796334969033
214,0.49226290213786333
215,0.4717298777214568
216,0.48625265289307035
217,0.46019201436181467
218,0.46230983424304734
219,0.4914222258164643
220,0.5465479673442766
221,0.4028414907210534
222,0.4457187201065494
223,0.45239344642500673
224,0.46924863541775413
225,0.4393274315660543
226,0.4289194898243391
227,0.4197610329603008
228,0.46768940168835543
229,0.3862178670119482
230,0.37263332837239743
231,0.47965375072147587
232,0.38455974415141364
233,0.4039732358194027
234,0.44275514611193645
235,0.4003593804738899
236,0.4003070122731401
237,0.4126584471353997
238,0.3721562089158757
239,0.4378184589123962
240,0.405917429183871
241,0.3735600362344347
242,0.37416276533660714
243,0.43352344132369697
244,0.3671390176766088
245,0.4200997674936066
246,0.34765802863554984
247,0.3861048844559948
248,0.38766844566948344
249,0.38463386227515073
250,0.3747602778951032
251,0.32842341303923733
252,0.3465525718719357
253,0.35966040334808747
254,0.39607185021460845
255,0.3618349416163003
256,0.30909165125893484
257,0.3095958434266619
258,0.36318518807834915
259,0.3533400840835996
260,0.37523751505020475
261,0.3952612795501259
262,0.43294469550522446
263,0.39742271416504
264,0.32711404777768227
265,0.3015757362564208
266,0.2914028874546191
267,0.28273549379024765
268,0.3431773001494089
269,0.39311316886320463
270,0.30119084143279606
271,0.3764871298627491
